item,itemLabel,latitude,longitude
http://www.wikidata.org/entity/Q1602176,Schön Klinik Hamburg Eilbek,53.57722222,10.05388889
http://www.wikidata.org/entity/Q1630455,Hospital zum heiligen Geist (Frankfurt am Main),50.1104,8.693
http://www.wikidata.org/entity/Q1594761,Heilanstalt Strecknitz,53.8378,10.7087
http://www.wikidata.org/entity/Q1664423,St. Marien-Hospital Hamm,51.67927,7.8182
http://www.wikidata.org/entity/Q1501016,Gemeinschaftskrankenhaus Bonn,50.7282,7.0986
http://www.wikidata.org/entity/Q1501014,Gemeinschaftskrankenhaus Herdecke,51.411305555556,7.3997333333333
http://www.wikidata.org/entity/Q1516232,AMEOS Klinikum Bremen,53.0769,8.94044
http://www.wikidata.org/entity/Q1666405,LWL-Klinik Dortmund,51.5061,7.54722
http://www.wikidata.org/entity/Q1492004,clinique St Georg,51.3844,12.3772
http://www.wikidata.org/entity/Q1615521,Herzzentrum Leipzig,51.3074,12.4367
http://www.wikidata.org/entity/Q1594906,Heilig-Geist-Spital,50.2475,7.36096
http://www.wikidata.org/entity/Q1497175,Gebrüder-Heinrich-Stift,52.0937815,13.1793749
http://www.wikidata.org/entity/Q1503141,Klinikum Fürth,49.484656,10.975057
http://www.wikidata.org/entity/Q1523553,Lindenbrunn,52.1167,9.55
http://www.wikidata.org/entity/Q1595164,Heiligenfeld Kliniken,50.19651944,10.07111111
http://www.wikidata.org/entity/Q1602557,Helios Klinikum Berlin-Buch,52.630944,13.510033
http://www.wikidata.org/entity/Q1594900,Heilig-Geist-Spital,52.520786,13.403212
http://www.wikidata.org/entity/Q1468037,Soeurs de la Charité de Hildesheim,52.3592,9.8144
http://www.wikidata.org/entity/Q1602556,Helios Kliniken Schwerin,53.6515,11.4077
http://www.wikidata.org/entity/Q1608058,Rhein-Mosel-Fachklinik Andernach,50.4289,7.3976
http://www.wikidata.org/entity/Q1559967,Oppenheimsches Kinderhospital,50.9249,6.96031
http://www.wikidata.org/entity/Q1457719,Friedrich-Ebert-Krankenhaus Neumünster,54.0651,9.99295
http://www.wikidata.org/entity/Q1543938,Philippshospital Riedstadt,49.8315,8.5016
http://www.wikidata.org/entity/Q1553597,Universitäts-Herzzentrum Freiburg-Bad Krozingen,47.9075,7.70055556
http://www.wikidata.org/entity/Q1542283,St.-Rochus-Hospital,51.9787,7.7642
http://www.wikidata.org/entity/Q1650578,Alfried Krupp Krankenhaus,51.426,7.00679
http://www.wikidata.org/entity/Q1650405,Landesfrauenklinik Magdeburg,52.1298,11.6167
http://www.wikidata.org/entity/Q1591322,Hilfskrankenhaus Aldenhoven,50.8979,6.29298
http://www.wikidata.org/entity/Q1514542,Rinecker Proton Therapy Center,48.1052,11.55
http://www.wikidata.org/entity/Q1658834,Klinikum Dortmund,51.5088,7.45682
http://www.wikidata.org/entity/Q1544159,Universitätsklinikum Erlangen,49.5994,11.0106
http://www.wikidata.org/entity/Q1601846,Wehrawaldklinik,47.73340657,7.99845457
http://www.wikidata.org/entity/Q1650578,Alfried Krupp Krankenhaus,51.449833,7.091939
http://www.wikidata.org/entity/Q1562930,Mathilden-Hospital,52.11180556,8.67486111
http://www.wikidata.org/entity/Q1615858,Hessing Kliniken,48.3398,10.8655
http://www.wikidata.org/entity/Q1508724,Georgenhospital,52.5222,13.4161
